obs_date_time,JD,airmass,target_name,target_flux_red,flux_green,flux_blue,blue_over_red,comp_name,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2025-04-06 02:47:33.462,2460771.6163595137,1.766757,XO-6,869745.5140153036,812918.8139140066,1323423.4779023912,1.5216215048843644,TYC 4357-177-1,254004.6555698692,315785.2274285281,466215.33700838196,1.8354598106180768
2025-04-06 02:48:17.214,2460771.6168659027,1.768975,XO-6,961620.5525590233,905525.7472846631,1263476.005135479,1.3139028713281666,TYC 4357-177-1,253535.16076484913,274625.4897601407,509082.1755994066,2.007935207344177
2025-04-06 02:49:00.879,2460771.617371285,1.77109,XO-6,929410.9516748973,861086.8990761116,1454430.5052070487,1.5648949504909646,TYC 4357-177-1,249779.93394614107,268567.06593154394,486635.4976623197,1.9482569715438018
2025-04-06 02:49:44.582,2460771.6178771066,1.773214,XO-6,967345.5321109641,921577.1998271141,1483978.553897713,1.5340728877501923,TYC 4357-177-1,281921.670247514,313675.7746714382,505160.8756738517,1.7918483358528068
2025-04-06 02:50:49.568,2460771.618629259,1.776377,XO-6,931588.6729183338,904553.0091261067,1477553.4789898973,1.5860577977630956,TYC 4357-177-1,255289.50474481235,270651.1498500628,519398.5085347701,2.034547049060875
2025-04-06 02:51:33.354,2460771.6191360415,1.778553,XO-6,932478.2308112287,896210.2172746619,1494011.50848782,1.6021945168500864,TYC 4357-177-1,322322.737888253,286033.385098023,528585.8186639226,1.6399271802139492
2025-04-06 02:52:17.009,2460771.6196413077,1.780775,XO-6,992542.6332457308,943012.6465482968,1509521.2401469306,1.5208628723691386,TYC 4357-177-1,277769.2383510576,286751.40756193234,537130.8344864071,1.933730450769197
2025-04-06 02:53:00.913,2460771.620149456,1.782977,XO-6,963244.9741207943,921537.1871947593,1503117.6914608094,1.560472913790997,TYC 4357-177-1,265102.19731427217,305543.08647224755,541057.8371043871,2.040940597949765
2025-04-06 02:53:44.776,2460771.6206571297,1.785137,XO-6,941997.1459288097,925647.7825826384,1518169.042507128,1.6116493017717295,TYC 4357-177-1,251363.21350599735,289548.49656649795,538150.2026583062,2.140926650133976
2025-04-06 02:54:28.561,2460771.6211639005,1.787363,XO-6,941696.2055101757,914551.4111990095,1520406.000299951,1.61453979680873,TYC 4357-177-1,267081.4184254471,339802.20880710107,541965.1034634097,2.029213064160409
